gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Cartilage precursors	Chondrocytes	Perichondrium	Stromal cells	Cardiomyocytes	Muscle progenitors	Mesoderm	Mesenchymal progenitors	Lateral plate mesoderm	Limb bud mesoderm	Limb bud mesenchyme	Myocytes	Branchial arch mesenchyme	Intermediate mesoderm	Osteoblasts	Dermomyotome	Vascular smooth muscle	Osteoprogenitors	Endothelial cells	Apical ectodermal ridge	Hind limb lateral plate mesoderm	Myotome	Periosteum
IL16	Q14005	False	IL16_HUMAN		CPI-SS0893BD6B6	0.005	0.018	0.018	0.012	0.007	0.006	0.0	0.003	0.034	0.033	0.014	0.008	0.013	0.008	0.015	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0
GPR19	Q15760	False	GPR19_HUMAN		CPI-SS07DFEBFA8	0.018	0.019	0.017	0.022	0.018	0.016	0.027	0.016	0.018	0.012	0.006	0.024	0.013	0.037	0.014	0.045	0.021	0.033	0.022	0.0	0.046	0.0	0.056
CXCL17	Q6UXB2	False	VCC1_HUMAN		CPI-SS08C995EB4	0.004	0.0	0.003	0.002	0.0	0.0	0.0	0.002	0.0	0.0	0.006	0.0	0.007	0.001	0.0	0.0	0.0	0.005	0.005	0.0	0.0	0.0	0.0
PROKR2	Q8NFJ6	False	PKR2_HUMAN		CPI-SS027E57635	0.007	0.002	0.001	0.005	0.002	0.002	0.0	0.014	0.006	0.0	0.0	0.002	0.008	0.007	0.0	0.0	0.0	0.005	0.005	0.0	0.0	0.0	0.0
PROKR1	Q8TCW9	False	PKR1_HUMAN		CPI-SS01CE67526	0.003	0.0	0.003	0.009	0.0	0.005	0.0	0.01	0.012	0.007	0.002	0.002	0.0	0.004	0.005	0.0	0.0	0.005	0.002	0.0	0.0	0.0	0.066
RXFP3	Q9NSD7	False	RL3R1_HUMAN		CPI-SS0ACCAC836	0.001	0.007	0.004	0.0	0.003	0.0	0.0	0.005	0.004	0.0	0.003	0.0	0.003	0.002	0.004	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
ADGRV1	Q8WXG9	False	GPR98_HUMAN		CPI-SS09EF54490	0.069	0.257	0.101	0.528	0.082	0.075	0.089	0.086	0.079	0.093	0.091	0.168	0.059	0.136	0.142	0.15	0.16	0.109	0.175	0.141	0.028	0.0	0.0
EDA	Q92838	False	EDA_HUMAN		CPI-SS00797FD15	0.348	0.817	0.597	0.4	0.259	0.724	0.539	0.366	0.365	0.367	0.517	1.323	0.373	0.374	0.404	0.7	0.079	0.319	0.17	0.122	0.429	0.4	0.22
EDA	Q92838	False	EDA_HUMAN		CPI-SS05A8552D7	0.348	0.817	0.597	0.4	0.259	0.724	0.539	0.366	0.365	0.367	0.517	1.323	0.373	0.374	0.404	0.7	0.079	0.319	0.17	0.122	0.429	0.4	0.22
ESAM	Q96AP7	False	ESAM_HUMAN		CPI-SS04C672963	0.002	0.0	0.004	0.002	0.002	0.0	0.0	0.002	0.0	0.0	0.003	0.002	0.0	0.002	0.004	0.0	0.047	0.0	0.183	0.0	0.0	0.0	0.052
GPHA2	Q96T91	False	GPHA2_HUMAN		CPI-SS08C78576B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRTN	Q99748	False	NRTN_HUMAN		CPI-SC001AFA16D	0.004	0.0	0.001	0.006	0.0	0.004	0.0	0.003	0.009	0.0	0.0	0.005	0.003	0.002	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NPFFR1	Q9GZQ6	False	NPFF1_HUMAN		CPI-SS050123B31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.004	0.0	0.0	0.003	0.0	0.0	0.004	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
INHBA	P08476	True	INHBA_HUMAN	Activin ligand ab	CPI-CC045C36F28	0.002	0.002	0.005	0.004	0.0	0.0	0.0	0.004	0.004	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0
INHBA	P08476	True	INHBA_HUMAN	Activin ligand ab	CPI-CC09863F59B	0.002	0.002	0.005	0.004	0.0	0.0	0.0	0.004	0.004	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0
INHBA	P08476	True	INHBA_HUMAN	Activin ligand ab	CPI-CC0104F2A96	0.002	0.002	0.005	0.004	0.0	0.0	0.0	0.004	0.004	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0
INHBA	P08476	True	INHBA_HUMAN	Activin ligand ab	CPI-CC072007F09	0.002	0.002	0.005	0.004	0.0	0.0	0.0	0.004	0.004	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0
INHBA	P08476	True	INHBA_HUMAN	Activin ligand ab	CPI-CC0947744F4	0.002	0.002	0.005	0.004	0.0	0.0	0.0	0.004	0.004	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0
INHBA	P08476	True	INHBA_HUMAN	Activin ligand ab	CPI-CC0B6E6E341	0.002	0.002	0.005	0.004	0.0	0.0	0.0	0.004	0.004	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0
INHBB	P09529	True	INHBB_HUMAN	Activin ligand ab	CPI-CC045C36F28	0.002	0.002	0.005	0.004	0.0	0.0	0.0	0.004	0.004	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0
INHBB	P09529	True	INHBB_HUMAN	Activin ligand ab	CPI-CC09863F59B	0.002	0.002	0.005	0.004	0.0	0.0	0.0	0.004	0.004	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0
INHBB	P09529	True	INHBB_HUMAN	Activin ligand ab	CPI-CC0104F2A96	0.002	0.002	0.005	0.004	0.0	0.0	0.0	0.004	0.004	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0
INHBB	P09529	True	INHBB_HUMAN	Activin ligand ab	CPI-CC072007F09	0.002	0.002	0.005	0.004	0.0	0.0	0.0	0.004	0.004	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0
INHBB	P09529	True	INHBB_HUMAN	Activin ligand ab	CPI-CC0947744F4	0.002	0.002	0.005	0.004	0.0	0.0	0.0	0.004	0.004	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0
INHBB	P09529	True	INHBB_HUMAN	Activin ligand ab	CPI-CC0B6E6E341	0.002	0.002	0.005	0.004	0.0	0.0	0.0	0.004	0.004	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0
PDGFRA	P16234	True	PGFRA_HUMAN	PDGFR complex	CPI-SC033E22B14	0.064	0.134	0.165	0.098	0.111	0.023	0.085	0.089	0.069	0.085	0.134	0.019	0.13	0.14	0.086	0.163	0.036	0.098	0.021	0.0	0.243	0.077	0.051
PDGFRB	P09619	True	PGFRB_HUMAN	PDGFR complex	CPI-SC033E22B14	0.064	0.134	0.165	0.098	0.111	0.023	0.085	0.089	0.069	0.085	0.134	0.019	0.13	0.14	0.086	0.163	0.036	0.098	0.021	0.0	0.243	0.077	0.051
RET	P07949	True	RET_HUMAN	RET receptor 1	CPI-SC00ACA947E	0.004	0.003	0.002	0.007	0.0	0.002	0.0	0.003	0.0	0.0	0.009	0.0	0.003	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
RET	P07949	True	RET_HUMAN	RET receptor 1	CPI-SC0EB9D030F	0.004	0.003	0.002	0.007	0.0	0.002	0.0	0.003	0.0	0.0	0.009	0.0	0.003	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
RET	P07949	True	RET_HUMAN	RET receptor 2	CPI-SC001AFA16D	0.004	0.003	0.002	0.007	0.0	0.002	0.0	0.003	0.0	0.0	0.009	0.0	0.003	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
RET	P07949	True	RET_HUMAN	RET receptor 3	CPI-SC0273E24EB	0.004	0.002	0.002	0.007	0.0	0.002	0.0	0.003	0.0	0.0	0.005	0.0	0.003	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
GFRA1	P56159	True	GFRA1_HUMAN	RET receptor 1	CPI-SC00ACA947E	0.004	0.003	0.002	0.007	0.0	0.002	0.0	0.003	0.0	0.0	0.009	0.0	0.003	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
GFRA1	P56159	True	GFRA1_HUMAN	RET receptor 1	CPI-SC0EB9D030F	0.004	0.003	0.002	0.007	0.0	0.002	0.0	0.003	0.0	0.0	0.009	0.0	0.003	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
GFRA2	O00451	True	GFRA2_HUMAN	RET receptor 2	CPI-SC001AFA16D	0.004	0.003	0.002	0.007	0.0	0.002	0.0	0.003	0.0	0.0	0.009	0.0	0.003	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
GFRA3	O60609	True	GFRA3_HUMAN	RET receptor 3	CPI-SC0273E24EB	0.004	0.002	0.002	0.007	0.0	0.002	0.0	0.003	0.0	0.0	0.005	0.0	0.003	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_AVR2A	CPI-SC001669E22	0.284	0.176	0.188	0.305	0.274	0.446	0.137	0.182	0.185	0.242	0.173	0.568	0.223	0.191	0.233	0.159	0.111	0.221	0.222	0.082	0.303	0.132	0.197
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_AVR2A	CPI-SC023986FB9	0.284	0.176	0.188	0.305	0.274	0.446	0.137	0.182	0.185	0.242	0.173	0.568	0.223	0.191	0.233	0.159	0.111	0.221	0.222	0.082	0.303	0.132	0.197
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_AVR2B	CPI-SC017215F7F	0.187	0.085	0.116	0.259	0.155	0.301	0.148	0.104	0.196	0.085	0.159	0.253	0.147	0.138	0.167	0.301	0.063	0.131	0.169	0.24	0.089	0.157	0.108
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_AVR2B	CPI-SC08968AFE6	0.187	0.085	0.116	0.259	0.155	0.301	0.148	0.104	0.196	0.085	0.159	0.253	0.147	0.138	0.167	0.301	0.063	0.131	0.169	0.24	0.089	0.157	0.108
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_BMPR2	CPI-SC0FDB4B6D9	0.309	0.371	0.388	0.441	0.332	0.446	0.19	0.31	0.356	0.513	0.37	0.57	0.376	0.39	0.303	0.519	0.264	0.294	0.367	0.258	0.489	0.534	0.368
TGFBR1	P36897	True	TGFR1_HUMAN	TGFbeta receptor1	CPI-SC098C06330	0.179	0.238	0.276	0.219	0.157	0.113	0.19	0.256	0.089	0.188	0.132	0.094	0.169	0.135	0.175	0.106	0.067	0.166	0.367	0.125	0.256	0.202	0.091
TGFBR1	P36897	True	TGFR1_HUMAN	TGFbeta receptor1	CPI-SC0D5CFA431	0.179	0.238	0.276	0.219	0.157	0.113	0.19	0.256	0.089	0.188	0.132	0.094	0.169	0.135	0.175	0.106	0.067	0.166	0.367	0.125	0.256	0.202	0.091
TGFBR1	P36897	True	TGFR1_HUMAN	TGFbeta receptor1	CPI-SC03DD946B2	0.179	0.238	0.276	0.219	0.157	0.113	0.19	0.256	0.089	0.188	0.132	0.094	0.169	0.135	0.175	0.106	0.067	0.166	0.367	0.125	0.256	0.202	0.091
ACVR2A	P27037	True	AVR2A_HUMAN	TGFR_AVR2A	CPI-SC001669E22	0.284	0.176	0.188	0.305	0.274	0.446	0.137	0.182	0.185	0.242	0.173	0.568	0.223	0.191	0.233	0.159	0.111	0.221	0.222	0.082	0.303	0.132	0.197
ACVR2A	P27037	True	AVR2A_HUMAN	TGFR_AVR2A	CPI-SC023986FB9	0.284	0.176	0.188	0.305	0.274	0.446	0.137	0.182	0.185	0.242	0.173	0.568	0.223	0.191	0.233	0.159	0.111	0.221	0.222	0.082	0.303	0.132	0.197
ACVR2B	Q13705	True	AVR2B_HUMAN	TGFR_AVR2B	CPI-SC017215F7F	0.187	0.085	0.116	0.259	0.155	0.301	0.148	0.104	0.196	0.085	0.159	0.253	0.147	0.138	0.167	0.301	0.063	0.131	0.169	0.24	0.089	0.157	0.108
ACVR2B	Q13705	True	AVR2B_HUMAN	TGFR_AVR2B	CPI-SC08968AFE6	0.187	0.085	0.116	0.259	0.155	0.301	0.148	0.104	0.196	0.085	0.159	0.253	0.147	0.138	0.167	0.301	0.063	0.131	0.169	0.24	0.089	0.157	0.108
BMPR2	Q13873	True	BMPR2_HUMAN	TGFR_BMPR2	CPI-SC0FDB4B6D9	0.309	0.371	0.388	0.441	0.332	0.446	0.19	0.31	0.356	0.513	0.37	0.57	0.376	0.39	0.303	0.519	0.264	0.294	0.367	0.258	0.489	0.534	0.368
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta receptor1	CPI-SC098C06330	0.179	0.238	0.276	0.219	0.157	0.113	0.19	0.256	0.089	0.188	0.132	0.094	0.169	0.135	0.175	0.106	0.067	0.166	0.367	0.125	0.256	0.202	0.091
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta receptor1	CPI-SC0D5CFA431	0.179	0.238	0.276	0.219	0.157	0.113	0.19	0.256	0.089	0.188	0.132	0.094	0.169	0.135	0.175	0.106	0.067	0.166	0.367	0.125	0.256	0.202	0.091
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta receptor1	CPI-SC03DD946B2	0.179	0.238	0.276	0.219	0.157	0.113	0.19	0.256	0.089	0.188	0.132	0.094	0.169	0.135	0.175	0.106	0.067	0.166	0.367	0.125	0.256	0.202	0.091
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta receptor2	CPI-SC0984894BC	0.179	0.237	0.276	0.219	0.157	0.113	0.264	0.256	0.089	0.188	0.132	0.094	0.169	0.135	0.175	0.106	0.067	0.166	0.398	0.125	0.227	0.175	0.091
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta receptor2	CPI-SC0077CEB82	0.179	0.237	0.276	0.219	0.157	0.113	0.264	0.256	0.089	0.188	0.132	0.094	0.169	0.135	0.175	0.106	0.067	0.166	0.398	0.125	0.227	0.175	0.091
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta receptor2	CPI-SC032246C72	0.179	0.237	0.276	0.219	0.157	0.113	0.264	0.256	0.089	0.188	0.132	0.094	0.169	0.135	0.175	0.106	0.067	0.166	0.398	0.125	0.227	0.175	0.091
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta receptor2	CPI-SC0984894BC	0.179	0.237	0.276	0.219	0.157	0.113	0.264	0.256	0.089	0.188	0.132	0.094	0.169	0.135	0.175	0.106	0.067	0.166	0.398	0.125	0.227	0.175	0.091
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta receptor2	CPI-SC0077CEB82	0.179	0.237	0.276	0.219	0.157	0.113	0.264	0.256	0.089	0.188	0.132	0.094	0.169	0.135	0.175	0.106	0.067	0.166	0.398	0.125	0.227	0.175	0.091
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta receptor2	CPI-SC032246C72	0.179	0.237	0.276	0.219	0.157	0.113	0.264	0.256	0.089	0.188	0.132	0.094	0.169	0.135	0.175	0.106	0.067	0.166	0.398	0.125	0.227	0.175	0.091
IFNAR1	P17181	True	INAR1_HUMAN	Type I IFNR	CPI-SC0D089F0A9	0.077	0.106	0.089	0.087	0.084	0.082	0.064	0.093	0.097	0.051	0.083	0.075	0.067	0.096	0.103	0.021	0.117	0.066	0.129	0.0	0.075	0.075	0.049
IFNAR2	P48551	True	INAR2_HUMAN	Type I IFNR	CPI-SC0D089F0A9	0.077	0.106	0.089	0.087	0.084	0.082	0.064	0.093	0.097	0.051	0.083	0.075	0.067	0.096	0.103	0.021	0.117	0.066	0.129	0.0	0.075	0.075	0.049
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC01C699B73	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC00A0B0892	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC07ECBFCA7	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0DA298BEC	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC067433F6B	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0B6F1A278	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0D19BAF15	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F516B854	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC011F01833	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0FA79E269	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC04936738A	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC02B111AB0	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0CE851065	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC07375C073	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0D6C777F2	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F74C069F	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC041DEF0FB	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0C907A888	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC08B1D5269	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F8101D41	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC087556B01	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC08E75294D	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0017F527E	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC00C0800EB	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0A3F146C2	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC008F4294F	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0A199B69E	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC015980AEB	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0F94B2CF9	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC05565E8CE	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0517A327B	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC067EE23E1	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC09DFB2ACA	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC090311934	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC05D8C0EF5	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0725E3A76	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0C9CBDD21	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0BA1D5E00	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0147A8A42	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC02131C05A	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC0BF16A11C	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a10b1 complex	CPI-SC06B4C6DD5	0.007	0.006	0.007	0.008	0.008	0.006	0.0	0.006	0.0	0.0	0.01	0.007	0.007	0.003	0.009	0.013	0.063	0.0	0.002	0.0	0.017	0.0	0.0
