gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Chondrocytes	Mesenchymal progenitors	Cardiomyocytes	Muscle progenitors	Intermediate mesoderm	Myocytes	Stromal cells	Perichondrium	Endothelial cells	Limb bud mesenchyme	Branchial arch mesenchyme	Cartilage precursors	Vascular smooth muscle	Mesoderm	Lateral plate mesoderm	Osteoprogenitors	Osteoblasts	Apical ectodermal ridge	Hind limb lateral plate mesoderm	Periosteum	Dermomyotome	Myotome	Limb bud mesoderm
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC08BF895FC	0.19	0.054	0.278	0.032	0.092	0.021	0.074	0.111	0.299	0.035	0.035	0.05	0.615	0.325	0.056	0.016	0.076	0.0	0.078	0.154	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0D7F33CFB	0.19	0.054	0.278	0.032	0.092	0.021	0.074	0.111	0.299	0.035	0.035	0.05	0.615	0.325	0.056	0.016	0.076	0.0	0.078	0.154	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC040B3EFBC	0.19	0.054	0.278	0.032	0.092	0.021	0.074	0.111	0.299	0.035	0.035	0.05	0.615	0.325	0.056	0.016	0.076	0.0	0.078	0.154	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0EACF2D60	0.19	0.054	0.278	0.032	0.092	0.021	0.074	0.111	0.299	0.035	0.035	0.05	0.615	0.325	0.056	0.016	0.076	0.0	0.078	0.154	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC004A436C5	0.19	0.054	0.278	0.032	0.092	0.021	0.074	0.111	0.299	0.035	0.035	0.05	0.615	0.325	0.056	0.016	0.076	0.0	0.078	0.154	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC00BE2EEE3	0.19	0.054	0.278	0.032	0.092	0.021	0.074	0.111	0.299	0.035	0.035	0.05	0.615	0.325	0.056	0.016	0.076	0.0	0.078	0.154	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC08AA91C84	0.19	0.054	0.278	0.032	0.092	0.021	0.074	0.111	0.299	0.035	0.035	0.05	0.615	0.325	0.056	0.016	0.076	0.0	0.078	0.154	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0EAF80261	0.19	0.054	0.278	0.032	0.092	0.021	0.074	0.111	0.299	0.035	0.035	0.05	0.615	0.325	0.056	0.016	0.076	0.0	0.078	0.154	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC05D87F723	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0606C6896	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC01EA4FF6B	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC036D78A43	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC054484F7B	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC02392F4AF	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC01FFC9392	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0CA7B34A5	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC05CCF815E	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC07222A428	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0FBFA176B	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC08D8A859F	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0814068D9	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0D870AE49	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0E4E54E13	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC08F797F90	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC035134F18	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC04B354AE3	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0FC645961	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC058845C44	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC09C0B5D08	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC039D075C6	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC04B0064C4	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC03DD752AB	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC052A417CB	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC08A98E7D4	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC03C093767	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0E0C50FCA	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC01E9FAC20	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC061137A41	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC01F1F24AA	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC08226CD3B	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0ADD7BEF0	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0EB600CAC	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC083EDDA21	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0CCF30377	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0CE6F5084	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC09DE07794	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0AD6D8724	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0F300DE24	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC00064A9CE	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC06873D10F	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0E3784FFB	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0D9B795CC	0.002	0.006	0.012	0.002	0.01	0.008	0.025	0.008	0.557	0.005	0.007	0.013	0.0	0.01	0.015	0.0	0.019	0.0	0.215	0.065	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC04F2478E9	0.014	0.007	0.043	0.014	0.033	0.015	0.035	0.004	0.033	0.02	0.004	0.008	0.01	0.01	0.303	0.0	0.005	0.0	0.028	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC02BFEEC8A	0.014	0.007	0.043	0.014	0.033	0.015	0.035	0.004	0.033	0.02	0.004	0.008	0.01	0.01	0.303	0.0	0.005	0.0	0.028	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC0ED0520DD	0.014	0.007	0.043	0.014	0.033	0.015	0.035	0.004	0.033	0.02	0.004	0.008	0.01	0.01	0.303	0.0	0.005	0.0	0.028	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a3b1 complex	CPI-SC09938698A	0.014	0.007	0.043	0.014	0.033	0.015	0.035	0.004	0.033	0.02	0.004	0.008	0.01	0.01	0.303	0.0	0.005	0.0	0.028	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC06364D669	0.011	0.036	0.059	0.442	0.085	0.544	0.111	0.046	0.126	0.029	0.04	0.03	0.546	0.064	0.02	0.015	0.036	0.0	0.0	0.025	0.119	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC07BE7830D	0.011	0.036	0.059	0.442	0.085	0.544	0.111	0.046	0.126	0.029	0.04	0.03	0.546	0.064	0.02	0.015	0.036	0.0	0.0	0.025	0.119	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC0BC542ACC	0.011	0.036	0.059	0.442	0.085	0.544	0.111	0.046	0.126	0.029	0.04	0.03	0.546	0.064	0.02	0.015	0.036	0.0	0.0	0.025	0.119	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC0E9C058EB	0.011	0.036	0.059	0.442	0.085	0.544	0.111	0.046	0.126	0.029	0.04	0.03	0.546	0.064	0.02	0.015	0.036	0.0	0.0	0.025	0.119	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC0A9EB628A	0.011	0.036	0.059	0.442	0.085	0.544	0.111	0.046	0.126	0.029	0.04	0.03	0.546	0.064	0.02	0.015	0.036	0.0	0.0	0.025	0.119	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a4b1 complex	CPI-SC070D5A96F	0.011	0.036	0.059	0.442	0.085	0.544	0.111	0.046	0.126	0.029	0.04	0.03	0.546	0.064	0.02	0.015	0.036	0.0	0.0	0.025	0.119	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC08B2AD7C6	0.112	0.12	0.148	0.08	0.092	0.081	0.106	0.153	0.263	0.071	0.093	0.074	0.113	0.111	0.036	0.046	0.09	0.0	0.126	0.123	0.085	0.0	0.216
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC0592EC3D0	0.112	0.12	0.148	0.08	0.092	0.081	0.106	0.153	0.263	0.071	0.093	0.074	0.113	0.111	0.036	0.046	0.09	0.0	0.126	0.123	0.085	0.0	0.216
ITGB1	P05556	True	ITB1_HUMAN	a5b1 complex	CPI-SC058F72F90	0.112	0.12	0.148	0.08	0.092	0.081	0.106	0.153	0.263	0.071	0.093	0.074	0.113	0.111	0.036	0.046	0.09	0.0	0.126	0.123	0.085	0.0	0.216
ITGB1	P05556	True	ITB1_HUMAN	a6b1 complex	CPI-SC0EEF3A379	0.019	0.028	0.034	0.096	0.051	0.129	0.121	0.071	0.758	0.068	0.031	0.081	0.298	0.053	0.111	0.035	0.072	0.0	0.044	0.0	0.133	0.0	0.15
ITGB1	P05556	True	ITB1_HUMAN	a7b1 complex	CPI-SC0A2FE9693	0.001	0.001	0.002	0.03	0.002	0.031	0.002	0.001	0.004	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a8b1 complex	CPI-SC092C3E4DF	0.19	0.196	0.522	0.084	0.441	0.053	0.239	0.44	0.113	0.369	0.352	0.171	0.169	0.461	0.041	0.239	0.364	0.0	0.199	0.173	0.254	0.0	0.379
ITGB1	P05556	True	ITB1_HUMAN	a8b1 complex	CPI-SC01195CB48	0.19	0.196	0.522	0.084	0.441	0.053	0.239	0.44	0.113	0.369	0.352	0.171	0.169	0.461	0.041	0.239	0.364	0.0	0.199	0.173	0.254	0.0	0.379
ITGB1	P05556	True	ITB1_HUMAN	a9b1 complex	CPI-SC01AB9BED7	0.287	0.261	0.498	0.259	0.441	0.24	0.2	0.342	0.547	0.264	0.282	0.193	0.322	0.434	0.047	0.177	0.265	0.0	0.173	0.3	0.28	0.0	0.379
ITGB1	P05556	True	ITB1_HUMAN	a9b1 complex	CPI-SC056BF6CBB	0.287	0.261	0.498	0.259	0.441	0.24	0.2	0.342	0.547	0.264	0.282	0.193	0.322	0.434	0.047	0.177	0.265	0.0	0.173	0.3	0.28	0.0	0.379
ITGB1	P05556	True	ITB1_HUMAN	a9b1 complex	CPI-SC062D34C2A	0.287	0.261	0.498	0.259	0.441	0.24	0.2	0.342	0.547	0.264	0.282	0.193	0.322	0.434	0.047	0.177	0.265	0.0	0.173	0.3	0.28	0.0	0.379
ITGB1	P05556	True	ITB1_HUMAN	aVb1 complex	CPI-SC096929DB0	0.21	0.198	0.25	0.156	0.277	0.127	0.226	0.26	0.207	0.263	0.256	0.19	0.411	0.187	0.215	0.186	0.263	0.0	0.32	0.067	0.253	0.0	0.06
ITGB1	P05556	True	ITB1_HUMAN	aVb1 complex	CPI-SC067AD890A	0.21	0.198	0.25	0.156	0.277	0.127	0.226	0.26	0.207	0.263	0.256	0.19	0.411	0.187	0.215	0.186	0.263	0.0	0.32	0.067	0.253	0.0	0.06
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC01C699B73	0.016	0.008	0.006	0.004	0.002	0.005	0.009	0.006	0.001	0.01	0.004	0.015	0.0	0.004	0.0	0.018	0.096	0.0	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC00A0B0892	0.016	0.008	0.006	0.004	0.002	0.005	0.009	0.006	0.001	0.01	0.004	0.015	0.0	0.004	0.0	0.018	0.096	0.0	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC07ECBFCA7	0.016	0.008	0.006	0.004	0.002	0.005	0.009	0.006	0.001	0.01	0.004	0.015	0.0	0.004	0.0	0.018	0.096	0.0	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0DA298BEC	0.016	0.008	0.006	0.004	0.002	0.005	0.009	0.006	0.001	0.01	0.004	0.015	0.0	0.004	0.0	0.018	0.096	0.0	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC067433F6B	0.016	0.008	0.006	0.004	0.002	0.005	0.009	0.006	0.001	0.01	0.004	0.015	0.0	0.004	0.0	0.018	0.096	0.0	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0B6F1A278	0.016	0.008	0.006	0.004	0.002	0.005	0.009	0.006	0.001	0.01	0.004	0.015	0.0	0.004	0.0	0.018	0.096	0.0	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0D19BAF15	0.016	0.008	0.006	0.004	0.002	0.005	0.009	0.006	0.001	0.01	0.004	0.015	0.0	0.004	0.0	0.018	0.096	0.0	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F516B854	0.016	0.008	0.006	0.004	0.002	0.005	0.009	0.006	0.001	0.01	0.004	0.015	0.0	0.004	0.0	0.018	0.096	0.0	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC011F01833	0.016	0.008	0.006	0.004	0.002	0.005	0.009	0.006	0.001	0.01	0.004	0.015	0.0	0.004	0.0	0.018	0.096	0.0	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0FA79E269	0.016	0.008	0.006	0.004	0.002	0.005	0.009	0.006	0.001	0.01	0.004	0.015	0.0	0.004	0.0	0.018	0.096	0.0	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC04936738A	0.016	0.008	0.006	0.004	0.002	0.005	0.009	0.006	0.001	0.01	0.004	0.015	0.0	0.004	0.0	0.018	0.096	0.0	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC02B111AB0	0.016	0.008	0.006	0.004	0.002	0.005	0.009	0.006	0.001	0.01	0.004	0.015	0.0	0.004	0.0	0.018	0.096	0.0	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0CE851065	0.016	0.008	0.006	0.004	0.002	0.005	0.009	0.006	0.001	0.01	0.004	0.015	0.0	0.004	0.0	0.018	0.096	0.0	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC07375C073	0.016	0.008	0.006	0.004	0.002	0.005	0.009	0.006	0.001	0.01	0.004	0.015	0.0	0.004	0.0	0.018	0.096	0.0	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0D6C777F2	0.016	0.008	0.006	0.004	0.002	0.005	0.009	0.006	0.001	0.01	0.004	0.015	0.0	0.004	0.0	0.018	0.096	0.0	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F74C069F	0.016	0.008	0.006	0.004	0.002	0.005	0.009	0.006	0.001	0.01	0.004	0.015	0.0	0.004	0.0	0.018	0.096	0.0	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC041DEF0FB	0.016	0.008	0.006	0.004	0.002	0.005	0.009	0.006	0.001	0.01	0.004	0.015	0.0	0.004	0.0	0.018	0.096	0.0	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0C907A888	0.016	0.008	0.006	0.004	0.002	0.005	0.009	0.006	0.001	0.01	0.004	0.015	0.0	0.004	0.0	0.018	0.096	0.0	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC08B1D5269	0.016	0.008	0.006	0.004	0.002	0.005	0.009	0.006	0.001	0.01	0.004	0.015	0.0	0.004	0.0	0.018	0.096	0.0	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0F8101D41	0.016	0.008	0.006	0.004	0.002	0.005	0.009	0.006	0.001	0.01	0.004	0.015	0.0	0.004	0.0	0.018	0.096	0.0	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC087556B01	0.016	0.008	0.006	0.004	0.002	0.005	0.009	0.006	0.001	0.01	0.004	0.015	0.0	0.004	0.0	0.018	0.096	0.0	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC08E75294D	0.016	0.008	0.006	0.004	0.002	0.005	0.009	0.006	0.001	0.01	0.004	0.015	0.0	0.004	0.0	0.018	0.096	0.0	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0017F527E	0.016	0.008	0.006	0.004	0.002	0.005	0.009	0.006	0.001	0.01	0.004	0.015	0.0	0.004	0.0	0.018	0.096	0.0	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC00C0800EB	0.016	0.008	0.006	0.004	0.002	0.005	0.009	0.006	0.001	0.01	0.004	0.015	0.0	0.004	0.0	0.018	0.096	0.0	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0A3F146C2	0.016	0.008	0.006	0.004	0.002	0.005	0.009	0.006	0.001	0.01	0.004	0.015	0.0	0.004	0.0	0.018	0.096	0.0	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC008F4294F	0.016	0.008	0.006	0.004	0.002	0.005	0.009	0.006	0.001	0.01	0.004	0.015	0.0	0.004	0.0	0.018	0.096	0.0	0.0	0.0	0.0	0.0	0.0
ITGA10	O75578	True	ITA10_HUMAN	a10b1 complex	CPI-SC0A199B69E	0.016	0.008	0.006	0.004	0.002	0.005	0.009	0.006	0.001	0.01	0.004	0.015	0.0	0.004	0.0	0.018	0.096	0.0	0.0	0.0	0.0	0.0	0.0
